"Day";"Month";"Year";"Farm";"Tree";"Treatment";"Visit";"Hemiptera";"Lepidoptera";"Hymenoptera";"Neuroptera";"Diptera";"Coleoptera";"Orthoptera";"Arachnida";"Formicidae";"Brown.capsid";"Mealybugs";"Blatodae";"Mantodae";"Odonata";"Dermaptera";"Diplopoda";"Gasteropoda";"Haplotaxida";"Squamata";"TreeHeight";"DBH";"shade_treelevel";"DiameterBranches";"biomass_tree";"shade_cover";"area";"trees_planted";"n_tree";"rich_tree";"shade_heigth";"shade_dbh";"n_forest";"rich_forest";"n_fruit";"rich_fruit";"cacao_heigth";"cacao_dbh";"mean_dist_cacao";"n_cacao";"cacao_dens";"yield_2018";"yieldst_2018";"forestcover8k";"allforestcover_1.5k";"biomass_cocoa_mean";"biomass_cocoa_total";"bat_ins";"bat_dcyc";"bat_hrub";"bat_hip";"bat_nyc";"bat_ralc";"bird_ins";"bird_cam";"bird_dyap";"bird_hpra";"bird_terp";"Month_number";"roll.mean";"Tree_ID"
20;"Feb";2020;"PAIJA2";"Control A";"Control";1;0;1;1;10;0;1;0;1;59;0;0;20;0;0;0;0;0;0;0;3,58;30;72,562;20,47;0,0964087651797462;64,25;7,5;2011;36;21;12,61666667;27,875;26;18;9;2;2,79;7,79;3,05;8075,58;1076,74;2;0,266666667;30,9;694,54;0,00618660410106456;6,66136409978026;0,0415998754960703;0;0,00828729281767956;0,00845070422535211;0;0,0248618784530387;0,0408078408078409;0,00810810810810813;0;0;0;2;0,02;"PAIJA2_Control A"
20;"Feb";2020;"PAIJA2";"Treatment A";"Exclosure";1;1;0;0;2;1;0;0;0;8;0;0;0;0;0;0;0;0;0;0;3,17;26,2;66,882;18,15;0,0657270223471754;64,25;7,5;2011;36;21;12,61666667;27,875;26;18;9;2;2,79;7,79;3,05;8075,58;1076,74;2;0,266666667;30,9;694,54;0,00618660410106456;6,66136409978026;0,0415998754960703;0;0,00828729281767956;0,00845070422535211;0;0,0248618784530387;0,0408078408078409;0,00810810810810813;0;0;0;2;0,02;"PAIJA2_Treatment A"
20;"Feb";2020;"PAIJA2";"Control B";"Control";1;0;0;0;2;0;0;0;4;191;0;0;0;0;0;0;0;0;0;0;3,33;28,6;47,797;23,1;0,0818310390618552;64,25;7,5;2011;36;21;12,61666667;27,875;26;18;9;2;2,79;7,79;3,05;8075,58;1076,74;2;0,266666667;30,9;694,54;0,00618660410106456;6,66136409978026;0,0415998754960703;0;0,00828729281767956;0,00845070422535211;0;0,0248618784530387;0,0408078408078409;0,00810810810810813;0;0;0;2;0,02;"PAIJA2_Control B"
20;"Feb";2020;"PAIJA2";"Treatment B";"Exclosure";1;6;2;3;2;0;0;0;2;142;0;3;0;0;0;0;0;0;0;0;3,25;27;55,081;22,58;0,0714177600954163;64,25;7,5;2011;36;21;12,61666667;27,875;26;18;9;2;2,79;7,79;3,05;8075,58;1076,74;2;0,266666667;30,9;694,54;0,00618660410106456;6,66136409978026;0,0415998754960703;0;0,00828729281767956;0,00845070422535211;0;0,0248618784530387;0,0408078408078409;0,00810810810810813;0;0;0;2;0,02;"PAIJA2_Treatment B"
23;"Feb";2020;"ELAT NORTH";"Treatment B";"Exclosure";1;2;2;0;2;0;2;0;2;15;0;7;0;0;0;0;0;0;0;0;3,12;16;84,543;13,2;0,0247128644495379;79,65;2;1979;64;32;43,403125;13,7765625;43;26;23;6;7,95;3,91;3,16;2007,12;1003,56;0,7;0,35;36,66;692,12;0,00459287257754786;4,60922320392393;0,0893167073889966;0;0,0410733844468784;0;0;0,00821467688937568;0,21505923837461;0,0579084560024924;0,0165061898211829;0;0;2;0,4;"ELAT NORTH_Treatment B"
23;"Feb";2020;"ELAT NORTH";"Control B";"Control";1;221;1;1;8;4;2;1;0;51;0;36;0;0;0;0;0;0;0;0;3,49;16;85,032;16;0,0275693051261638;79,65;2;1979;64;32;43,403125;13,7765625;43;26;23;6;7,95;3,91;3,16;2007,12;1003,56;0,7;0,35;36,66;692,12;0,00459287257754786;4,60922320392393;0,0893167073889966;0;0,0410733844468784;0;0;0,00821467688937568;0,21505923837461;0,0579084560024924;0,0165061898211829;0;0;2;0,4;"ELAT NORTH_Control B"
23;"Feb";2020;"ELAT NORTH";"Treatment A";"Exclosure";1;0;0;0;0;3;2;0;3;14;0;52;0;0;0;0;0;0;0;0;3,08;18;55,3;18;0,0307116695636787;79,65;2;1979;64;32;43,403125;13,7765625;43;26;23;6;7,95;3,91;3,16;2007,12;1003,56;0,7;0,35;36,66;692,12;0,00459287257754786;4,60922320392393;0,0893167073889966;0;0,0410733844468784;0;0;0,00821467688937568;0,21505923837461;0,0579084560024924;0,0165061898211829;0;0;2;0,4;"ELAT NORTH_Treatment A"
23;"Feb";2020;"ELAT SOUTH";"Treatment B";"Exclosure";1;3;0;0;5;4;0;0;0;161;0;11;0;0;0;0;0;0;0;0;3,4;28,6;11,726;19;0,0835095064298799;31;4,2;2011;32;11;26,084375;8,963125;11;7;21;4;8,925;2,865;3,51;3402,76;810,18;2;0,476190476;35,2;696,96;0,00313275578855944;2,53809608477509;0,0246812011517894;0;0;0,00822706705059646;0;0;0,130475043288414;0,0651133027177597;0;0;0;2;0,4;"ELAT SOUTH_Treatment B"
23;"Feb";2020;"ELAT SOUTH";"Treatment A";"Exclosure";1;0;0;0;1;8;3;0;1;17;0;20;0;0;0;0;0;0;0;0;3,07;27;17,783;18,7;0,0675546299364926;31;4,2;2011;32;11;26,084375;8,963125;11;7;21;4;8,925;2,865;3,51;3402,76;810,18;2;0,476190476;35,2;696,96;0,00313275578855944;2,53809608477509;0,0246812011517894;0;0;0,00822706705059646;0;0;0,130475043288414;0,0651133027177597;0;0;0;2;0,4;"ELAT SOUTH_Treatment A"
23;"Feb";2020;"ELAT SOUTH";"Control A";"Control";1;3;1;0;6;3;1;0;4;25;0;13;0;0;0;0;0;0;0;0;3,24;23,8;82,491;16,4;0,0556616591185519;31;4,2;2011;32;11;26,084375;8,963125;11;7;21;4;8,925;2,865;3,51;3402,76;810,18;2;0,476190476;35,2;696,96;0,00313275578855944;2,53809608477509;0,0246812011517894;0;0;0,00822706705059646;0;0;0,130475043288414;0,0651133027177597;0;0;0;2;0,4;"ELAT SOUTH_Control A"
23;"Feb";2020;"ELAT SOUTH";"Control B";"Control";1;1;1;0;6;0;0;0;0;264;0;33;0;0;0;0;0;0;0;0;3,37;23,2;82,929;20,6;0,0550282025169479;31;4,2;2011;32;11;26,084375;8,963125;11;7;21;4;8,925;2,865;3,51;3402,76;810,18;2;0,476190476;35,2;696,96;0,00313275578855944;2,53809608477509;0,0246812011517894;0;0;0,00822706705059646;0;0;0,130475043288414;0,0651133027177597;0;0;0;2;0,4;"ELAT SOUTH_Control B"
24;"November";2020;"ADZAP";"Treatment B";"Exclosure";10;99;0;1;0;8;0;0;9;271;0;0;0;1;0;0;0;0;0;0;3,18;32;58,563;24,2;0,0974109152616667;21,85;9;2012;13;9;31,7;11,41538462;12;8;1;1;9,73;5,035;4,3;4868,06;540,9;1,5;0,166666667;30,2;696,96;0,00862010559143008;4,66261511440453;0,073972602739726;0,0164383561643836;0,0246575342465753;0;0;0,0328767123287671;0,215260643228981;0,0640947015617202;0;0,0160236753904301;0,0237467018469658;11;0,69;"ADZAP_Treatment B"
24;"November";2020;"ADZAP";"Control A";"Control";10;2;0;12;0;8;2;1;1;34;0;0;0;0;0;0;0;0;0;0;3,74;24,6;38,348;16,3;0,0682989473116861;21,85;9;2012;13;9;31,7;11,41538462;12;8;1;1;9,73;5,035;4,3;4868,06;540,9;1,5;0,166666667;30,2;696,96;0,00862010559143008;4,66261511440453;0,073972602739726;0,0164383561643836;0,0246575342465753;0;0;0,0328767123287671;0,215260643228981;0,0640947015617202;0;0,0160236753904301;0,0237467018469658;11;0,69;"ADZAP_Control A"
24;"November";2020;"ADZAP";"Treatment A";"Exclosure";10;36;0;4;0;11;1;0;14;104;0;0;0;0;0;0;0;0;0;0;3,09;26,2;30,476;17,6;0,0641076111086343;21,85;9;2012;13;9;31,7;11,41538462;12;8;1;1;9,73;5,035;4,3;4868,06;540,9;1,5;0,166666667;30,2;696,96;0,00862010559143008;4,66261511440453;0,073972602739726;0,0164383561643836;0,0246575342465753;0;0;0,0328767123287671;0,215260643228981;0,0640947015617202;0;0,0160236753904301;0,0237467018469658;11;0,69;"ADZAP_Treatment A"
24;"November";2020;"ADZAP";"Control B";"Control";10;315;0;3;0;19;0;0;5;680;0;0;0;0;0;0;0;0;0;0;3,86;37,8;56,813;20,9;0,162914297410242;21,85;9;2012;13;9;31,7;11,41538462;12;8;1;1;9,73;5,035;4,3;4868,06;540,9;1,5;0,166666667;30,2;696,96;0,00862010559143008;4,66261511440453;0,073972602739726;0,0164383561643836;0,0246575342465753;0;0;0,0328767123287671;0,215260643228981;0,0640947015617202;0;0,0160236753904301;0,0237467018469658;11;0,69;"ADZAP_Control B"
24;"November";2020;"NKOL SOUTH";"Control B";"Control";10;0;0;0;0;3;1;0;5;437;0;0;0;2;0;0;0;0;0;0;3,88;33,6;52,234;17,2;0,130106810591937;84,55;2,7;1970;66;29;40,34545455;15,05;38;21;28;6;9,75;6,675;4,57;1292,8;478,81;0,5;0,185185185;26,01;686,07;0,0159121178107248;7,61888112895312;0,0947692307692308;0,0236923076923077;0,0156923076923077;0,0236923076923077;0,00769230769230769;0,016;0,0981360671015846;0,0246598322460392;0,0162162162162163;0;0,0162162162162163;11;0,39;"NKOL SOUTH_Control B"
24;"November";2020;"NKOL SOUTH";"Treatment A";"Exclosure";10;109;1;1;0;179;6;0;15;171;0;0;0;1;0;0;0;0;0;0;3,27;18;80,22;11,93;0,032559410536727;84,55;2,7;1970;66;29;40,34545455;15,05;38;21;28;6;9,75;6,675;4,57;1292,8;478,81;0,5;0,185185185;26,01;686,07;0,0159121178107248;7,61888112895312;0,0947692307692308;0,0236923076923077;0,0156923076923077;0,0236923076923077;0,00769230769230769;0,016;0,0981360671015846;0,0246598322460392;0,0162162162162163;0;0,0162162162162163;11;0,39;"NKOL SOUTH_Treatment A"
24;"November";2020;"NKOL SOUTH";"Treatment B";"Exclosure";10;204;1;3;0;6;8;1;11;66;0;4;0;1;0;0;0;0;0;0;3,57;24;60,847;16,3;0,0621960093115568;84,55;2,7;1970;66;29;40,34545455;15,05;38;21;28;6;9,75;6,675;4,57;1292,8;478,81;0,5;0,185185185;26,01;686,07;0,0159121178107248;7,61888112895312;0,0947692307692308;0,0236923076923077;0,0156923076923077;0,0236923076923077;0,00769230769230769;0,016;0,0981360671015846;0,0246598322460392;0,0162162162162163;0;0,0162162162162163;11;0,39;"NKOL SOUTH_Treatment B"
24;"November";2020;"NKOL SOUTH";"Control A";"Control";10;2;0;4;0;22;1;1;2;524;0;20;0;0;0;0;0;0;0;0;6,68;19;73,656;19;0,0726599096665397;84,55;2,7;1970;66;29;40,34545455;15,05;38;21;28;6;9,75;6,675;4,57;1292,8;478,81;0,5;0,185185185;26,01;686,07;0,0159121178107248;7,61888112895312;0,0947692307692308;0,0236923076923077;0,0156923076923077;0,0236923076923077;0,00769230769230769;0,016;0,0981360671015846;0,0246598322460392;0,0162162162162163;0;0,0162162162162163;11;0,39;"NKOL SOUTH_Control A"
25;"January";2021;"EBEM";"Control B";"Control";12;0;1;0;0;5;2;0;0;27;0;0;0;0;0;0;0;0;0;0;3,43;27;65,328;17,26;0,0752757560176576;85,45;3,5;1993;51;26;54,56666667;18,06666667;29;22;21;3;10,54;4,17;3,19;3448,07;985,16;1,5;0,428571429;27,64;694,54;0,00685298713487667;6,7512888057951;0,151587301587302;0,0158730158730159;0,0396825396825397;0,0162698412698413;0,0158730158730159;0,040079365079365;0,189923494037536;0,0165289256198347;0,041288210351609;0;0,0247706526311003;1;0;"EBEM_Control B"
25;"January";2021;"EBEM";"Treatment B";"Exclosure";12;0;0;6;0;7;2;3;7;8;0;0;1;4;0;0;0;0;0;0;3,06;15,3;68,99;13,7;0,0222212140268692;85,45;3,5;1993;51;26;54,56666667;18,06666667;29;22;21;3;10,54;4,17;3,19;3448,07;985,16;1,5;0,428571429;27,64;694,54;0,00685298713487667;6,7512888057951;0,151587301587302;0,0158730158730159;0,0396825396825397;0,0162698412698413;0,0158730158730159;0,040079365079365;0,189923494037536;0,0165289256198347;0,041288210351609;0;0,0247706526311003;1;0;"EBEM_Treatment B"
25;"January";2021;"EBEM";"Treatment A";"Exclosure";12;6;1;2;0;4;0;0;7;26;0;0;0;5;0;0;0;0;0;0;3;29;38,948;23,5;0,0759376640795285;85,45;3,5;1993;51;26;54,56666667;18,06666667;29;22;21;3;10,54;4,17;3,19;3448,07;985,16;1,5;0,428571429;27,64;694,54;0,00685298713487667;6,7512888057951;0,151587301587302;0,0158730158730159;0,0396825396825397;0,0162698412698413;0,0158730158730159;0,040079365079365;0,189923494037536;0,0165289256198347;0,041288210351609;0;0,0247706526311003;1;0;"EBEM_Treatment A"
25;"January";2021;"EBEM";"Control A";"Control";12;1;0;0;0;8;0;3;12;181;0;0;0;1;0;0;0;0;0;0;3,94;33;42,439;22,63;0,127505676644573;85,45;3,5;1993;51;26;54,56666667;18,06666667;29;22;21;3;10,54;4,17;3,19;3448,07;985,16;1,5;0,428571429;27,64;694,54;0,00685298713487667;6,7512888057951;0,151587301587302;0,0158730158730159;0,0396825396825397;0,0162698412698413;0,0158730158730159;0,040079365079365;0,189923494037536;0,0165289256198347;0,041288210351609;0;0,0247706526311003;1;0;"EBEM_Control A"
25;"January";2021;"NKOL SOUTH";"Treatment A";"Exclosure";12;73;0;2;0;9;4;0;14;223;0;0;0;2;0;0;0;0;0;0;3,27;18;80,22;11,93;0,032559410536727;84,55;2,7;1970;66;29;40,34545455;15,05;38;21;28;6;9,75;6,675;4,57;1292,8;478,81;0,5;0,185185185;26,01;686,07;0,0159121178107248;7,61888112895312;0,0947692307692308;0,0236923076923077;0,0156923076923077;0,0236923076923077;0,00769230769230769;0,016;0,0981360671015846;0,0246598322460392;0,0162162162162163;0;0,0162162162162163;1;0;"NKOL SOUTH_Treatment A"
25;"January";2021;"NKOL SOUTH";"Treatment B";"Exclosure";12;338;0;0;0;1;1;1;8;110;0;62;0;2;0;0;0;0;0;0;3,57;24;60,847;16,3;0,0621960093115568;84,55;2,7;1970;66;29;40,34545455;15,05;38;21;28;6;9,75;6,675;4,57;1292,8;478,81;0,5;0,185185185;26,01;686,07;0,0159121178107248;7,61888112895312;0,0947692307692308;0,0236923076923077;0,0156923076923077;0,0236923076923077;0,00769230769230769;0,016;0,0981360671015846;0,0246598322460392;0,0162162162162163;0;0,0162162162162163;1;0;"NKOL SOUTH_Treatment B"
25;"January";2021;"NKOL SOUTH";"Control B";"Control";12;138;0;0;0;0;0;0;5;554;0;3;0;0;0;0;0;0;0;0;3,88;33,6;52,234;17,2;0,130106810591937;84,55;2,7;1970;66;29;40,34545455;15,05;38;21;28;6;9,75;6,675;4,57;1292,8;478,81;0,5;0,185185185;26,01;686,07;0,0159121178107248;7,61888112895312;0,0947692307692308;0,0236923076923077;0,0156923076923077;0,0236923076923077;0,00769230769230769;0,016;0,0981360671015846;0,0246598322460392;0,0162162162162163;0;0,0162162162162163;1;0;"NKOL SOUTH_Control B"
25;"January";2021;"NKOL SOUTH";"Control A";"Control";12;29;0;0;0;4;0;0;3;305;0;0;0;1;0;0;0;0;0;0;6,68;19;73,656;19;0,0726599096665397;84,55;2,7;1970;66;29;40,34545455;15,05;38;21;28;6;9,75;6,675;4,57;1292,8;478,81;0,5;0,185185185;26,01;686,07;0,0159121178107248;7,61888112895312;0,0947692307692308;0,0236923076923077;0,0156923076923077;0,0236923076923077;0,00769230769230769;0,016;0,0981360671015846;0,0246598322460392;0,0162162162162163;0;0,0162162162162163;1;0;"NKOL SOUTH_Control A"
25;"July";2020;"EBEM";"Treatment B";"Exclosure";6;1;4;3;0;15;4;3;27;23;0;0;0;0;0;0;0;0;0;0;3,06;15,3;68,99;13,7;0,0222212140268692;85,45;3,5;1993;51;26;54,56666667;18,06666667;29;22;21;3;10,54;4,17;3,19;3448,07;985,16;1,5;0,428571429;27,64;694,54;0,00685298713487667;6,7512888057951;0,151587301587302;0,0158730158730159;0,0396825396825397;0,0162698412698413;0,0158730158730159;0,040079365079365;0,189923494037536;0,0165289256198347;0,041288210351609;0;0,0247706526311003;7;5,09;"EBEM_Treatment B"
25;"July";2020;"EBEM";"Control A";"Control";6;121;0;5;0;20;2;2;4;14;0;0;0;0;0;0;0;0;0;0;3,94;33;42,439;22,63;0,127505676644573;85,45;3,5;1993;51;26;54,56666667;18,06666667;29;22;21;3;10,54;4,17;3,19;3448,07;985,16;1,5;0,428571429;27,64;694,54;0,00685298713487667;6,7512888057951;0,151587301587302;0,0158730158730159;0,0396825396825397;0,0162698412698413;0,0158730158730159;0,040079365079365;0,189923494037536;0,0165289256198347;0,041288210351609;0;0,0247706526311003;7;5,09;"EBEM_Control A"
25;"July";2020;"EBEM";"Treatment A";"Exclosure";6;801;2;4;0;11;2;1;5;36;0;149;0;0;0;0;0;0;0;0;3;29;38,948;23,5;0,0759376640795285;85,45;3,5;1993;51;26;54,56666667;18,06666667;29;22;21;3;10,54;4,17;3,19;3448,07;985,16;1,5;0,428571429;27,64;694,54;0,00685298713487667;6,7512888057951;0,151587301587302;0,0158730158730159;0,0396825396825397;0,0162698412698413;0,0158730158730159;0,040079365079365;0,189923494037536;0,0165289256198347;0,041288210351609;0;0,0247706526311003;7;5,09;"EBEM_Treatment A"
25;"July";2020;"EBEM";"Control B";"Control";6;2;3;2;0;8;6;0;7;337;0;0;0;0;0;0;0;0;0;0;3,43;27;65,328;17,26;0,0752757560176576;85,45;3,5;1993;51;26;54,56666667;18,06666667;29;22;21;3;10,54;4,17;3,19;3448,07;985,16;1,5;0,428571429;27,64;694,54;0,00685298713487667;6,7512888057951;0,151587301587302;0,0158730158730159;0,0396825396825397;0,0162698412698413;0,0158730158730159;0,040079365079365;0,189923494037536;0,0165289256198347;0,041288210351609;0;0,0247706526311003;7;5,09;"EBEM_Control B"
25;"July";2020;"NKOL SOUTH";"Treatment B";"Exclosure";6;63;1;8;0;8;5;0;5;208;0;0;0;1;0;0;0;0;0;0;3,57;24;60,847;16,3;0,0621960093115568;84,55;2,7;1970;66;29;40,34545455;15,05;38;21;28;6;9,75;6,675;4,57;1292,8;478,81;0,5;0,185185185;26,01;686,07;0,0159121178107248;7,61888112895312;0,0947692307692308;0,0236923076923077;0,0156923076923077;0,0236923076923077;0,00769230769230769;0,016;0,0981360671015846;0,0246598322460392;0,0162162162162163;0;0,0162162162162163;7;5,09;"NKOL SOUTH_Treatment B"
25;"July";2020;"NKOL SOUTH";"Treatment A";"Exclosure";6;48;1;1;1;82;10;1;5;230;0;42;0;0;0;0;0;0;0;0;3,27;18;80,22;11,93;0,032559410536727;84,55;2,7;1970;66;29;40,34545455;15,05;38;21;28;6;9,75;6,675;4,57;1292,8;478,81;0,5;0,185185185;26,01;686,07;0,0159121178107248;7,61888112895312;0,0947692307692308;0,0236923076923077;0,0156923076923077;0,0236923076923077;0,00769230769230769;0,016;0,0981360671015846;0,0246598322460392;0,0162162162162163;0;0,0162162162162163;7;5,09;"NKOL SOUTH_Treatment A"
25;"July";2020;"NKOL SOUTH";"Control A";"Control";6;2;1;3;0;12;12;3;4;388;0;0;0;2;0;0;0;0;0;0;6,68;19;73,656;19;0,0726599096665397;84,55;2,7;1970;66;29;40,34545455;15,05;38;21;28;6;9,75;6,675;4,57;1292,8;478,81;0,5;0,185185185;26,01;686,07;0,0159121178107248;7,61888112895312;0,0947692307692308;0,0236923076923077;0,0156923076923077;0,0236923076923077;0,00769230769230769;0,016;0,0981360671015846;0,0246598322460392;0,0162162162162163;0;0,0162162162162163;7;5,09;"NKOL SOUTH_Control A"
25;"July";2020;"NKOL SOUTH";"Control B";"Control";6;0;0;9;0;12;1;0;2;372;0;0;0;0;0;0;0;0;0;0;3,88;33,6;52,234;17,2;0,130106810591937;84,55;2,7;1970;66;29;40,34545455;15,05;38;21;28;6;9,75;6,675;4,57;1292,8;478,81;0,5;0,185185185;26,01;686,07;0,0159121178107248;7,61888112895312;0,0947692307692308;0,0236923076923077;0,0156923076923077;0,0236923076923077;0,00769230769230769;0,016;0,0981360671015846;0,0246598322460392;0,0162162162162163;0;0,0162162162162163;7;5,09;"NKOL SOUTH_Control B"
25;"November";2020;"EBEM";"Control A";"Control";10;74;2;0;0;19;3;2;1;22;0;0;0;1;0;0;0;0;0;0;3,94;33;42,439;22,63;0,127505676644573;85,45;3,5;1993;51;26;54,56666667;18,06666667;29;22;21;3;10,54;4,17;3,19;3448,07;985,16;1,5;0,428571429;27,64;694,54;0,00685298713487667;6,7512888057951;0,151587301587302;0,0158730158730159;0,0396825396825397;0,0162698412698413;0,0158730158730159;0,040079365079365;0,189923494037536;0,0165289256198347;0,041288210351609;0;0,0247706526311003;11;0,34;"EBEM_Control A"
25;"November";2020;"EBEM";"Treatment A";"Exclosure";10;20;2;0;0;32;10;2;18;1;0;20;0;0;0;1;0;0;0;0;3;29;38,948;23,5;0,0759376640795285;85,45;3,5;1993;51;26;54,56666667;18,06666667;29;22;21;3;10,54;4,17;3,19;3448,07;985,16;1,5;0,428571429;27,64;694,54;0,00685298713487667;6,7512888057951;0,151587301587302;0,0158730158730159;0,0396825396825397;0,0162698412698413;0,0158730158730159;0,040079365079365;0,189923494037536;0,0165289256198347;0,041288210351609;0;0,0247706526311003;11;0,34;"EBEM_Treatment A"
25;"November";2020;"EBEM";"Control B";"Control";10;5;0;2;0;7;6;1;5;379;0;0;0;0;0;0;0;0;0;0;3,43;27;65,328;17,26;0,0752757560176576;85,45;3,5;1993;51;26;54,56666667;18,06666667;29;22;21;3;10,54;4,17;3,19;3448,07;985,16;1,5;0,428571429;27,64;694,54;0,00685298713487667;6,7512888057951;0,151587301587302;0,0158730158730159;0,0396825396825397;0,0162698412698413;0,0158730158730159;0,040079365079365;0,189923494037536;0,0165289256198347;0,041288210351609;0;0,0247706526311003;11;0,34;"EBEM_Control B"
25;"November";2020;"EBEM";"Treatment B";"Exclosure";10;126;1;1;0;210;9;1;5;58;0;0;0;0;0;0;0;0;0;0;3,06;15,3;68,99;13,7;0,0222212140268692;85,45;3,5;1993;51;26;54,56666667;18,06666667;29;22;21;3;10,54;4,17;3,19;3448,07;985,16;1,5;0,428571429;27,64;694,54;0,00685298713487667;6,7512888057951;0,151587301587302;0,0158730158730159;0,0396825396825397;0,0162698412698413;0,0158730158730159;0,040079365079365;0,189923494037536;0,0165289256198347;0,041288210351609;0;0,0247706526311003;11;0,34;"EBEM_Treatment B"
25;"November";2020;"ELAT NORTH";"Control B";"Control";10;17;1;0;0;108;7;0;1;90;1;0;0;0;0;0;0;0;0;0;3,49;16;85,032;16;0,0275693051261638;79,65;2;1979;64;32;43,403125;13,7765625;43;26;23;6;7,95;3,91;3,16;2007,12;1003,56;0,7;0,35;36,66;692,12;0,00459287257754786;4,60922320392393;0,0893167073889966;0;0,0410733844468784;0;0;0,00821467688937568;0,21505923837461;0,0579084560024924;0,0165061898211829;0;0;11;1,12;"ELAT NORTH_Control B"
25;"November";2020;"ELAT NORTH";"Treatment A";"Exclosure";10;31;1;2;0;3;3;0;8;1;0;9;1;1;0;0;0;0;0;0;3,08;18;55,3;18;0,0307116695636787;79,65;2;1979;64;32;43,403125;13,7765625;43;26;23;6;7,95;3,91;3,16;2007,12;1003,56;0,7;0,35;36,66;692,12;0,00459287257754786;4,60922320392393;0,0893167073889966;0;0,0410733844468784;0;0;0,00821467688937568;0,21505923837461;0,0579084560024924;0,0165061898211829;0;0;11;1,12;"ELAT NORTH_Treatment A"
25;"November";2020;"ELAT NORTH";"Control A";"Control";10;4;19;0;0;10;17;0;4;9;0;0;0;0;0;0;0;0;0;0;3,68;19,8;91,355;15,6;0,0440092451502009;79,65;2;1979;64;32;43,403125;13,7765625;43;26;23;6;7,95;3,91;3,16;2007,12;1003,56;0,7;0,35;36,66;692,12;0,00459287257754786;4,60922320392393;0,0893167073889966;0;0,0410733844468784;0;0;0,00821467688937568;0,21505923837461;0,0579084560024924;0,0165061898211829;0;0;11;1,12;"ELAT NORTH_Control A"
25;"November";2020;"ELAT NORTH";"Treatment B";"Exclosure";10;7;4;0;0;17;3;2;5;7;0;0;0;0;0;0;0;0;0;0;3,12;16;84,543;13,2;0,0247128644495379;79,65;2;1979;64;32;43,403125;13,7765625;43;26;23;6;7,95;3,91;3,16;2007,12;1003,56;0,7;0,35;36,66;692,12;0,00459287257754786;4,60922320392393;0,0893167073889966;0;0,0410733844468784;0;0;0,00821467688937568;0,21505923837461;0,0579084560024924;0,0165061898211829;0;0;11;1,12;"ELAT NORTH_Treatment B"
25;"October";2020;"EBEM";"Control B";"Control";9;0;1;1;0;9;5;4;6;123;0;0;0;0;0;0;0;2;0;0;3,43;27;65,328;17,26;0,0752757560176576;85,45;3,5;1993;51;26;54,56666667;18,06666667;29;22;21;3;10,54;4,17;3,19;3448,07;985,16;1,5;0,428571429;27,64;694,54;0,00685298713487667;6,7512888057951;0,151587301587302;0,0158730158730159;0,0396825396825397;0,0162698412698413;0,0158730158730159;0,040079365079365;0,189923494037536;0,0165289256198347;0,041288210351609;0;0,0247706526311003;10;8,35;"EBEM_Control B"
25;"October";2020;"EBEM";"Treatment B";"Exclosure";9;26;2;1;0;79;68;1;25;2;0;0;0;1;0;0;0;0;0;0;3,06;15,3;68,99;13,7;0,0222212140268692;85,45;3,5;1993;51;26;54,56666667;18,06666667;29;22;21;3;10,54;4,17;3,19;3448,07;985,16;1,5;0,428571429;27,64;694,54;0,00685298713487667;6,7512888057951;0,151587301587302;0,0158730158730159;0,0396825396825397;0,0162698412698413;0,0158730158730159;0,040079365079365;0,189923494037536;0,0165289256198347;0,041288210351609;0;0,0247706526311003;10;8,35;"EBEM_Treatment B"
25;"October";2020;"EBEM";"Control A";"Control";9;21;1;4;1;13;7;2;0;20;2;0;0;0;0;0;3;0;1;0;3,94;33;42,439;22,63;0,127505676644573;85,45;3,5;1993;51;26;54,56666667;18,06666667;29;22;21;3;10,54;4,17;3,19;3448,07;985,16;1,5;0,428571429;27,64;694,54;0,00685298713487667;6,7512888057951;0,151587301587302;0,0158730158730159;0,0396825396825397;0,0162698412698413;0,0158730158730159;0,040079365079365;0,189923494037536;0,0165289256198347;0,041288210351609;0;0,0247706526311003;10;8,35;"EBEM_Control A"
25;"October";2020;"EBEM";"Treatment A";"Exclosure";9;115;0;4;0;11;9;4;3;0;1;0;1;1;0;0;0;0;0;0;3;29;38,948;23,5;0,0759376640795285;85,45;3,5;1993;51;26;54,56666667;18,06666667;29;22;21;3;10,54;4,17;3,19;3448,07;985,16;1,5;0,428571429;27,64;694,54;0,00685298713487667;6,7512888057951;0,151587301587302;0,0158730158730159;0,0396825396825397;0,0162698412698413;0,0158730158730159;0,040079365079365;0,189923494037536;0,0165289256198347;0,041288210351609;0;0,0247706526311003;10;8,35;"EBEM_Treatment A"
25;"September";2020;"EBEM";"Control B";"Control";8;0;0;1;0;8;9;1;4;234;0;0;0;0;0;0;0;0;0;0;3,43;27;65,328;17,26;0,0752757560176576;85,45;3,5;1993;51;26;54,56666667;18,06666667;29;22;21;3;10,54;4,17;3,19;3448,07;985,16;1,5;0,428571429;27,64;694,54;0,00685298713487667;6,7512888057951;0,151587301587302;0,0158730158730159;0,0396825396825397;0,0162698412698413;0,0158730158730159;0,040079365079365;0,189923494037536;0,0165289256198347;0,041288210351609;0;0,0247706526311003;9;8,89;"EBEM_Control B"
